40.52343, -74.45796, 
40.52341, -74.45795, 
40.52336, -74.45793, 
40.52333, -74.45790, 
40.52331, -74.45786, 
40.52330, -74.45781, 
40.52329, -74.45768, 
40.52352, -74.45781, 
40.52353, -74.45782, 
40.52362, -74.45787, 
40.52368, -74.45792, 
40.52372, -74.45795, 
40.52377, -74.45798, 
40.52384, -74.45804, 
40.52390, -74.45809, 
40.52397, -74.45815, 
40.52405, -74.45823, 
40.52413, -74.45832, 
40.52420, -74.45841, 
40.52430, -74.45855, 
40.52435, -74.45861, 
40.52443, -74.45870, 
40.52453, -74.45890, 
40.52463, -74.45914, 
40.52473, -74.45938, 
40.52479, -74.45952, 
40.52486, -74.45969, 
40.52490, -74.45979, 
40.52503, -74.46016, 
40.52528, -74.46085, 
40.52525, -74.46087, 
40.52521, -74.46089, 
40.52461, -74.46120, 
40.52438, -74.46127, 
40.52427, -74.46133, 
40.52425, -74.46133, 
