40.52300,-74.44159,
40.52292,-74.44146,
40.52286,-74.44139,
40.52277,-74.44133,
40.52274,-74.44134,
40.52273,-74.44134,
40.52271,-74.44134,
40.52270,-74.44134,
40.52268,-74.44133,
40.52267,-74.44133,
40.52265,-74.44132,
40.52264,-74.44131,
40.52262,-74.44130,
40.52261,-74.44129,
40.52260,-74.44128,
40.52259,-74.44126,
40.52258,-74.44125,
40.52257,-74.44123,
40.52256,-74.44122,
40.52255,-74.44120,
40.52255,-74.44118,
40.52254,-74.44116,
40.52254,-74.44114,
40.52254,-74.44112,
40.52253,-74.44110,
40.52254,-74.44108,
40.52254,-74.44106,
40.52254,-74.44104,
40.52254,-74.44101,
40.52255,-74.44099,
40.52256,-74.44097,
40.52257,-74.44095,
40.52258,-74.44094,
40.52259,-74.44092,
40.52260,-74.44091,
40.52261,-74.44090,
40.52262,-74.44088,
40.52264,-74.44087,
40.52265,-74.44087,
40.52267,-74.44086,
40.52269,-74.44085,
40.52271,-74.44085,
40.52272,-74.44085,
40.52274,-74.44085,
40.52275,-74.44085,
40.52277,-74.44086,
40.52278,-74.44086,
40.52280,-74.44087,
40.52281,-74.44088,
40.52283,-74.44089,
40.52284,-74.44090,
40.52285,-74.44092,
40.52288,-74.44087,
40.52294,-74.44080,
40.52309,-74.44063,
40.52311,-74.44061,
40.52348,-74.44025,
40.52392,-74.43983,
40.52436,-74.43940,
40.52461,-74.43915,
40.52477,-74.43899,
40.52511,-74.43865,
40.52533,-74.43843,
40.52554,-74.43822,
40.52538,-74.43795,
40.52525,-74.43773,
40.52499,-74.43730,
40.52488,-74.43708,
40.52475,-74.43684,
40.52470,-74.43676,
40.52449,-74.43641,
40.52439,-74.43623,
40.52414,-74.43579,
40.52398,-74.43551,
40.52397,-74.43548,
40.52386,-74.43555,
40.52368,-74.43574,
40.52364,-74.43578,
40.52360,-74.43602,
40.52357,-74.43622,
40.52353,-74.43641,
40.52350,-74.43649,
40.52346,-74.43655,
40.52344,-74.43658,
40.52341,-74.43662,
40.52337,-74.43665,
40.52332,-74.43667,
