40.52343, -74.45796, 
40.52341, -74.45795, 
40.52336, -74.45793, 
40.52333, -74.45790, 
40.52331, -74.45786, 
40.52330, -74.45781, 
40.52329, -74.45768, 
40.52325, -74.45764, 
40.52320, -74.45760, 
40.52318, -74.45757, 
40.52315, -74.45754, 
40.52312, -74.45748, 
40.52310, -74.45743, 
40.52308, -74.45735, 
40.52302, -74.45712, 
40.52302, -74.45710, 
40.52300, -74.45707, 
40.52300, -74.45705, 
40.52298, -74.45702, 
40.52296, -74.45699, 
40.52294, -74.45696, 
40.52291, -74.45693, 
40.52289, -74.45691, 
40.52286, -74.45689, 
40.52283, -74.45687, 
40.52279, -74.45684, 
40.52274, -74.45682, 
40.52268, -74.45681, 
40.52257, -74.45678, 
40.52255, -74.45678, 
40.52230, -74.45673, 
40.52220, -74.45671, 
40.52213, -74.45670, 
40.52207, -74.45670, 
40.52202, -74.45670, 
40.52195, -74.45671, 
40.52188, -74.45672, 
40.52180, -74.45673, 
40.52176, -74.45675, 
40.52172, -74.45676, 
40.52169, -74.45677, 
40.52163, -74.45679, 
40.52159, -74.45681, 
40.52153, -74.45684, 
40.52135, -74.45694, 
40.52101, -74.45712, 
40.52093, -74.45717, 
40.52079, -74.45727, 
40.52068, -74.45734, 
40.52056, -74.45744, 
40.52040, -74.45759, 
40.52064, -74.45797, 
40.52069, -74.45808, 
40.52085, -74.45841, 
40.52097, -74.45873, 
40.52110, -74.45912, 
40.52112, -74.45921, 
40.52113, -74.45925, 
40.52113, -74.45931, 
40.52112, -74.45935, 
40.52111, -74.45938, 
40.52108, -74.45943, 
40.52102, -74.45953, 
40.52107, -74.45962, 
40.52108, -74.45963, 
40.52138, -74.46035, 
40.52147, -74.46056, 
40.52164, -74.46095, 
